NUMERO_PROCESSO	DATA_SOLICITACAO	LAT	LONG	VITIMA	VITIMA_FATAL	DATA_CONCLUSAO
8017893121	2021-03-01			Não	Não	
8018708321	2021-03-02			Não	Não	
8018720321	2021-03-02			Não	Não	
8018793021	2021-03-02			Não	Não	
8017796621	2021-03-01			Não	Não	
8020061321	2021-03-04			Não	Não	
8017627021	2021-03-01			Não	Não	
8021149121	2021-03-08			Não	Não	2021-03-09T10:41:22
8020017421	2021-03-04			Não	Não	
8026288021	2021-03-24			Não	Não	
8021656021	2021-03-09			Não	Não	
8026464221	2021-03-25			Não	Não	
8026469421	2021-03-25			Não	Não	
8026472521	2021-03-25			Não	Não	
8026477721	2021-03-25			Não	Não	
8027993921	2021-03-31			Não	Não	
8025311821	2021-03-22			Não	Não	
8025129521	2021-03-20			Não	Não	
8027707621	2021-03-30			Não	Não	
8026475421	2021-03-25			Não	Não	
8026481421	2021-03-25			Não	Não	
8022763521	2021-03-12			Não	Não	
8024365721	2021-03-18			Não	Não	
8018430521	2021-03-01			Não	Não	
8019071921	2021-03-02			Não	Não	
8018359921	2021-03-01			Não	Não	
8017975821	2021-03-01			Não	Não	
8024921721	2021-03-19			Não	Não	
8018291521	2021-03-01			Não	Não	
8018268321	2021-03-01			Não	Não	
8019001021	2021-03-02			Não	Não	
8018234121	2021-03-01			Não	Não	
